"Ano";"Nome do autor";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";
"2022";"LIDICE DA MATA";"0002";"BAHIA (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"ALEXANDRE PADILHA";"0014";"Nacional";"Ciência e Tecnologia";"Desenvolvimento científico";"100.000,00";"0,00";"0,00";
"2022";"LUIZAO GOULART";"0004";"PARANÁ (UF)";"Educação";"Ensino superior";"100.000,00";"100.000,00";"100.000,00";
"2022";"SILVIO COSTA FILHO";"0006";"Nacional";"Segurança pública";"Policiamento";"100.000,00";"0,00";"0,00";
"2022";"MARRECA FILHO";"0011";"MARANHÃO (UF)";"Saúde";"Atenção básica";"100.000,00";"100.000,00";"100.000,00";
"2022";"JEFFERSON CAMPOS";"0020";"ÁGUAS DE SÃO PEDRO - SP";"Encargos especiais";"Outras transferências";"100.000,00";"0,00";"0,00";
"2022";"ELIAS VAZ";"0009";"GOIÁS (UF)";"Cultura";"Difusão cultural";"100.000,00";"100.000,00";"100.000,00";
"2022";"LUISA CANZIANI";"0006";"PARANÁ (UF)";"Ciência e Tecnologia";"Desenvolvimento científico";"100.000,00";"0,00";"0,00";
"2022";"JUNINHO DO PNEU";"0016";"NOVA IGUAÇU - RJ";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"ROGERIO CORREIA";"0012";"DISTRITO FEDERAL (UF)";"Educação";"Ensino superior";"100.000,00";"100.000,00";"100.000,00";
"2022";"RUI FALCAO";"0007";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"CLEBER VERDE";"0002";"MARANHÃO (UF)";"Segurança pública";"Policiamento";"100.000,00";"0,00";"0,00";
"2022";"REGINALDO LOPES";"0019";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"100.000,00";"92.500,00";"92.500,00";
"2022";"JOAO DANIEL";"0002";"Nacional";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"VICENTINHO";"0007";"Nacional";"Ciência e Tecnologia";"Desenvolvimento científico";"100.000,00";"0,00";"0,00";
"2022";"JULIO CESAR";"0015";"Nacional";"Defesa nacional";"Desenvolvimento científico";"100.000,00";"100.000,00";"100.000,00";
"2022";"JAQUES WAGNER";"0003";"BAHIA (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"ADRIANO DO BALDY";"0011";"GOIÁS (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"100.000,00";"100.000,00";
"2022";"ZE CARLOS";"0005";"MARANHÃO (UF)";"Segurança pública";"Policiamento";"100.000,00";"0,00";"0,00";
"2022";"GLEISI HOFFMANN";"0006";"PARANÁ (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"GENERAL PETERNELLI";"0020";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"ALICE PORTUGAL";"0007";"BAHIA (UF)";"Educação";"Ensino profissional";"100.000,00";"99.999,98";"0,00";
"2022";"MARCIO ALVINO";"0006";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"100.000,00";"0,00";"0,00";
"2022";"FABIO RAMALHO";"0003";"MINAS GERAIS (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"EROS BIONDINI";"0008";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"100.000,00";"100.000,00";"100.000,00";
"2022";"BIBO NUNES";"0003";"Nacional";"Transporte";"Normatização e fiscalização";"100.000,00";"11.100,00";"11.100,00";
"2022";"MARCELO CALERO";"0018";"RIO DE JANEIRO - RJ";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"SEBASTIAO OLIVEIRA";"0005";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"GONZAGA PATRIOTA";"0014";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"VICENTINHO";"0003";"SÃO PAULO (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"LUIZIANNE LINS";"0004";"Nacional";"Ciência e Tecnologia";"Desenvolvimento científico";"100.000,00";"0,00";"0,00";
"2022";"RANDOLFE RODRIGUES";"0008";"AMAPÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"ROSANA VALLE";"0006";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"MARCOS DO VAL";"0011";"ESPÍRITO SANTO (UF)";"Comércio e serviços";"Promoção comercial ";"100.000,00";"0,00";"0,00";
"2022";"ALENCAR SANTANA BRAGA";"0003";"Nacional";"Saúde";"Formação de recursos humanos";"100.000,00";"0,00";"0,00";
"2022";"ZE NETO";"0007";"BAHIA (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"WOLNEY QUEIROZ";"0010";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"GONZAGA PATRIOTA";"0010";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"VICENTINHO";"0020";"Nacional";"Educação";"Ensino superior";"100.000,00";"100.000,00";"100.000,00";
"2022";"RUY CARNEIRO";"0014";"PARAÍBA (UF)";"Agricultura";"Promoção da produção agropecuária";"100.000,00";"0,00";"0,00";
"2022";"NORMA AYUB";"0006";"ESPÍRITO SANTO (UF)";"Cultura";"Difusão cultural";"100.000,00";"100.000,00";"100.000,00";
"2022";"BETO ROSADO";"0009";"Nacional";"Defesa nacional";"Defesa naval";"100.000,00";"68.420,13";"0,00";
"2022";"CARMEN ZANOTTO";"0007";"Nacional";"Desporto e lazer";"Desporto comunitário";"100.000,00";"100.000,00";"100.000,00";
"2022";"WOLNEY QUEIROZ";"0008";"PERNAMBUCO (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"PAULA BELMONTE";"0002";"DISTRITO FEDERAL (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"JAQUES WAGNER";"0011";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"FELIPE CARRERAS";"0007";"PERNAMBUCO (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"JORGINHO MELLO";"0018";"SANTA CATARINA (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"ZE NETO";"0012";"BAHIA (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"100.000,00";"100.000,00";
"2022";"CARLOS ZARATTINI";"0001";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"PEDRO UCZAI";"0013";"SANTA CATARINA (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"AIRTON FALEIRO";"0009";"Nacional";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"DANIEL COELHO";"0001";"PERNAMBUCO (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"HERCULANO PASSOS";"0007";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"LAERTE BESSA";"0011";"DISTRITO FEDERAL (UF)";"Educação";"Ensino profissional";"100.000,00";"100.000,00";"100.000,00";
"2022";"PADRE JOAO";"0017";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"100.000,00";"0,00";"0,00";
"2022";"ANDRE FERREIRA";"0006";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"DANIEL ALMEIDA";"0009";"BAHIA (UF)";"Agricultura";"Preservação e conservação ambiental";"100.000,00";"100.000,00";"0,00";
"2022";"JUNIO AMARAL";"0009";"Nacional";"Assistência social";"Assistência comunitária";"100.000,00";"100.000,00";"100.000,00";
"2022";"REGINALDO LOPES";"0016";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"ERIKA KOKAY";"0013";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"HENRIQUE FONTANA";"0001";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino profissional";"100.000,00";"100.000,00";"100.000,00";
"2022";"DAMIAO FELICIANO";"0012";"PARAÍBA (UF)";"Segurança pública";"Policiamento";"100.000,00";"0,00";"0,00";
"2022";"NORMA AYUB";"0004";"ESPÍRITO SANTO (UF)";"Desporto e lazer";"Desporto de rendimento";"100.000,00";"100.000,00";"100.000,00";
"2022";"BETO ROSADO";"0005";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"ROMAN";"0005";"PARANÁ (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"PAULO TEIXEIRA";"0009";"Nacional";"Agricultura";"Extensão rural";"100.000,00";"0,00";"0,00";
"2022";"REGINALDO LOPES";"0017";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"100.000,00";"67.586,63";"14.933,20";
"2022";"AIRTON FALEIRO";"0008";"PARÁ (UF)";"Educação";"Ensino superior";"100.000,00";"86.000,00";"51.600,00";
"2022";"PAULO PIMENTA";"0007";"RIO GRANDE DO SUL (UF)";"Trabalho";"Fomento ao trabalho";"100.000,00";"4.203,00";"0,00";
"2022";"REGINALDO LOPES";"0003";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"MARILIA ARRAES";"0014";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"ELI CORREA FILHO";"0016";"GUARULHOS - SP";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"MARCELO FREIXO";"0016";"RIO DE JANEIRO (UF)";"Segurança pública";"Policiamento";"100.000,00";"0,00";"0,00";
"2022";"GLEISI HOFFMANN";"0015";"PARANÁ (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"ALE SILVA";"0009";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"CHRIS TONIETTO";"0010";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"FRANCISCO JR.";"0012";"GOIÁS (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"100.000,00";"100.000,00";
"2022";"ULDURICO JUNIOR";"0006";"BAHIA (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"ROBERTO DE LUCENA";"0015";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"CRISTIANO VALE";"0007";"PARAGOMINAS - PA";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"PAULO FREIRE COSTA";"0011";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"JARBAS VASCONCELOS";"0007";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"VICENTINHO";"0025";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"REGINALDO LOPES";"0001";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"100.000,00";"100.000,00";"100.000,00";
"2022";"REGINALDO LOPES";"0009";"Sudeste";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"EDUARDO BARBOSA";"0001";"MINAS GERAIS (UF)";"Desporto e lazer";"Desporto de rendimento";"100.000,00";"100.000,00";"100.000,00";
"2022";"POMPEO DE MATTOS";"0003";"DISTRITO FEDERAL (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"MOSES RODRIGUES";"0006";"CEARÁ (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"100.000,00";"0,00";"0,00";
"2022";"LEILA BARROS";"0001";"DISTRITO FEDERAL (UF)";"Defesa nacional";"Desporto comunitário";"100.000,00";"100.000,00";"100.000,00";
"2022";"GUSTAVO FRUET";"0018";"PARANÁ (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"SEBASTIAO OLIVEIRA";"0007";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"JORGINHO MELLO";"0016";"SANTA CATARINA (UF)";"Educação";"Educação básica";"100.000,00";"0,00";"0,00";
"2022";"BOHN GASS";"0007";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"ROBERIO MONTEIRO";"0010";"HORIZONTE - CE";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"100.000,00";"0,00";
"2022";"RAFAEL MOTTA";"0013";"RIO GRANDE DO NORTE (UF)";"Comércio e serviços";"Turismo";"100.000,00";"0,00";"0,00";
"2022";"LIDICE DA MATA";"0003";"BAHIA (UF)";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"JORGINHO MELLO";"0001";"SANTA CATARINA (UF)";"Segurança pública";"Policiamento";"100.000,00";"0,00";"0,00";
"2022";"RAUL HENRY";"0002";"RECIFE - PE";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"TABATA AMARAL";"0001";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"100.000,00";"100.000,00";"100.000,00";
"2022";"RUY CARNEIRO";"0006";"PILÕES - PB";"Agricultura";"Promoção da produção agropecuária";"100.000,00";"0,00";"0,00";
"2022";"ELIAS VAZ";"0011";"GOIÁS (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"JORGINHO MELLO";"0013";"SANTA CATARINA (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"EUCLYDES PETTERSEN";"0008";"MINAS GERAIS (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"JOSE GUIMARAES";"0011";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"VINICIUS CARVALHO";"0009";"Nacional";"Defesa nacional";"Administração geral";"100.000,00";"88.712,49";"40.365,41";
"2022";"ELMANO FERRER";"0004";"Nacional";"Defesa nacional";"Defesa naval";"100.000,00";"91.350,00";"91.350,00";
"2022";"MARIA DO ROSARIO";"0012";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"RICARDO TEOBALDO";"0001";"IPOJUCA - PE";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"VINICIUS FARAH";"0003";"PINHEIRAL - RJ";"Encargos especiais";"Outras transferências";"100.000,00";"0,00";"0,00";
"2022";"PLINIO VALERIO";"0014";"AMAZONAS (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"0,00";"0,00";
"2022";"WALTER ALVES";"0001";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"100.000,00";"0,00";"0,00";
"2022";"ALENCAR SANTANA BRAGA";"0017";"SÃO PAULO - SP";"Educação";"Ensino superior";"100.000,00";"62.361,00";"33.138,00";
"2022";"AFONSO MOTTA";"0010";"Nacional";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"JULIO DELGADO";"0009";"JUIZ DE FORA - MG";"Cultura";"Difusão cultural";"100.000,00";"0,00";"0,00";
"2022";"MARRECA FILHO";"0015";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"100.000,00";"100.000,00";"100.000,00";
"2022";"PAULA BELMONTE";"0012";"DISTRITO FEDERAL (UF)";"Agricultura";"Promoção da produção agropecuária";"100.000,00";"100.000,00";"100.000,00";
"2022";"WILSON SANTIAGO";"0012";"JOÃO PESSOA - PB";"Gestão ambiental";"Controle ambiental";"100.000,00";"0,00";"0,00";
"2022";"MOSES RODRIGUES";"0002";"CEARÁ (UF)";"Gestão ambiental";"Preservação e conservação ambiental";"100.000,00";"0,00";"0,00";
"2022";"LUISA CANZIANI";"0009";"PARANÁ (UF)";"Desporto e lazer";"Desporto comunitário";"100.000,00";"100.000,00";"100.000,00";
"2022";"PAULO TEIXEIRA";"0003";"Nacional";"Encargos especiais";"Outros encargos especiais";"100.000,00";"100.000,00";"100.000,00";
"2022";"VINICIUS FARAH";"0023";"PATY DO ALFERES - RJ";"Encargos especiais";"Outras transferências";"100.000,00";"0,00";"0,00";
"2022";"PAULO PIMENTA";"0012";"RIO GRANDE DO SUL (UF)";"Ciência e Tecnologia";"Desenvolvimento tecnológico e engenharia";"100.000,00";"0,00";"0,00";
"2022";"ALEXANDRE PADILHA";"0013";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"JOSIVALDO JP";"0006";"MARANHÃO (UF)";"Educação";"Ensino profissional";"100.000,00";"0,00";"0,00";
"2022";"RAUL HENRY";"0012";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"100.000,00";"0,00";"0,00";
"2022";"JULIO CESAR RIBEIRO";"0008";"Nacional";"Desporto e lazer";"Desporto comunitário";"100.000,00";"100.000,00";"100.000,00";
"2022";"EROS BIONDINI";"0010";"MINAS GERAIS (UF)";"Segurança pública";"Policiamento";"100.000,00";"0,00";"0,00";
"2022";"ERIKA KOKAY";"0008";"Nacional";"Ciência e Tecnologia";"Desenvolvimento científico";"100.000,00";"0,00";"0,00";
"2022";"RAFAEL MOTTA";"0012";"RIO GRANDE DO NORTE (UF)";"Agricultura";"Promoção da produção agropecuária";"100.275,00";"0,00";"0,00";
"2022";"VICENTINHO";"0024";"SÃO PAULO (UF)";"Agricultura";"Promoção da produção agropecuária";"100.275,00";"0,00";"0,00";
"2022";"LINCOLN PORTELA";"0010";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"100.275,00";"0,00";"0,00";
"2022";"ODAIR CUNHA";"0001";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"101.276,13";"12.527,46";"0,00";
"2022";"ADRIANA VENTURA";"0008";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"101.850,00";"101.850,00";"101.850,00";
"2022";"GENERAL PETERNELLI";"0021";"VOTUPORANGA - SP";"Educação";"Ensino profissional";"102.365,00";"0,00";"0,00";
"2022";"AUREA CAROLINA";"0001";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"103.666,00";"51.833,00";"51.833,00";
"2022";"FAUSTO PINATO";"0006";"SÃO PAULO (UF)";"Segurança pública";"Policiamento";"104.000,00";"0,00";"0,00";
"2022";"MARCIO ALVINO";"0003";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"104.722,00";"104.722,00";"104.722,00";
"2022";"HENRIQUE FONTANA";"0008";"RIO GRANDE DO SUL (UF)";"Educação";"Educação básica";"104.760,26";"0,00";"0,00";
"2022";"RAUL HENRY";"0001";"RECIFE - PE";"Defesa nacional";"Atenção básica";"104.793,07";"104.793,07";"24.943,07";
"2022";"STEFANO AGUIAR";"0017";"JACUTINGA - MG";"Assistência social";"Assistência comunitária";"104.984,00";"104.984,00";"104.984,00";
"2022";"STEFANO AGUIAR";"0004";"SANTA LUZIA - MG";"Assistência social";"Assistência comunitária";"104.984,00";"104.984,00";"104.984,00";
"2022";"TITO";"0007";"BARREIRAS - BA";"Segurança pública";"Policiamento";"104.999,00";"0,00";"0,00";
"2022";"MARCEL VAN HATTEM";"0002";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"105.000,00";"0,00";"0,00";
"2022";"PEDRO UCZAI";"0005";"SANTA CATARINA (UF)";"Agricultura";"Promoção da produção agropecuária";"105.000,00";"105.000,00";"105.000,00";
"2022";"RAUL HENRY";"0016";"Nacional";"Defesa nacional";"Atenção básica";"105.114,00";"105.114,00";"105.114,00";
"2022";"CORONEL TADEU";"0003";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"105.406,00";"105.406,00";"105.406,00";
"2022";"ENRICO MISASI";"0010";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"105.639,00";"105.639,00";"105.639,00";
"2022";"ZENAIDE MAIA";"0009";"ALEXANDRIA - RN";"Saúde";"Assistência hospitalar e ambulatorial";"105.782,00";"105.782,00";"105.782,00";
"2022";"ZENAIDE MAIA";"0011";"ALEXANDRIA - RN";"Saúde";"Assistência hospitalar e ambulatorial";"105.782,00";"105.782,00";"105.782,00";
"2022";"FRANCISCO JR.";"0017";"GOIÁS (UF)";"Assistência social";"Assistência comunitária";"105.791,00";"105.791,00";"105.791,00";
"2022";"GENERAL PETERNELLI";"0017";"SÃO PAULO - SP";"Defesa nacional";"Atenção básica";"106.326,64";"89.371,64";"64.899,64";
"2022";"MAURO BENEVIDES FILHO";"0013";"VÁRZEA ALEGRE - CE";"Assistência social";"Assistência comunitária";"106.504,00";"106.504,00";"106.504,00";
"2022";"GUIGA PEIXOTO";"0008";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"106.900,00";"106.900,00";"106.900,00";
"2022";"DR. LUIZ OVANDO";"0003";"DOURADOS - MS";"Defesa nacional";"Atenção básica";"106.954,30";"106.954,30";"106.954,30";
"2022";"EROS BIONDINI";"0015";"PIAUÍ (UF)";"Assistência social";"Assistência comunitária";"106.998,00";"0,00";"0,00";
"2022";"DR. LUIZ OVANDO";"0002";"Nacional";"Defesa nacional";"Atenção básica";"107.014,95";"107.014,95";"102.206,96";
"2022";"DR. LUIZ OVANDO";"0009";"CAMPO GRANDE - MS";"Assistência social";"Assistência comunitária";"107.069,00";"107.069,00";"107.069,00";
"2022";"PEDRO WESTPHALEN";"0018";"SÃO MIGUEL DAS MISSÕES - RS";"Saúde";"Atenção básica";"107.076,00";"107.076,00";"107.076,00";
"2022";"HELIO LEITE";"0005";"PARÁ (UF)";"Assistência social";"Assistência comunitária";"107.163,00";"107.163,00";"107.163,00";
"2022";"RUI FALCAO";"0009";"Nacional";"Saúde";"Formação de recursos humanos";"107.210,00";"0,00";"0,00";
"2022";"OMAR AZIZ";"0005";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"107.229,00";"0,00";"0,00";
"2022";"GUILHERME DERRITE";"0010";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"107.294,00";"107.294,00";"107.294,00";
"2022";"DAMIAO FELICIANO";"0007";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"107.300,00";"107.300,00";"107.300,00";
"2022";"DAMIAO FELICIANO";"0009";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"107.300,00";"107.300,00";"107.300,00";
"2022";"DAMIAO FELICIANO";"0013";"CAMPINA GRANDE - PB";"Educação";"Assistência hospitalar e ambulatorial";"107.300,00";"0,00";"0,00";
"2022";"DAMIAO FELICIANO";"0003";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"107.300,00";"107.300,00";"107.300,00";
"2022";"DAMIAO FELICIANO";"0017";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"107.300,00";"107.300,00";"107.300,00";
"2022";"DAMIAO FELICIANO";"0005";"CAMPINA GRANDE - PB";"Saúde";"Assistência hospitalar e ambulatorial";"107.300,00";"107.300,00";"107.300,00";
"2022";"GUSTAVO FRUET";"0015";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"107.309,00";"0,00";"0,00";
